Literature,Specimen ID,Country,Specimen Type,Specimen Age (days),Rebar Present,UPV Device Brand & Model,Transducer Diameter (mm),Transducer Frequency (kHz),Standard,Test Type,No. Tests,"Average Velocity, Vp (m/s)",Compression Specimen,Height (mm),Width/Diameter (mm),Max Aggregate Size (mm),W/C Ratio,Strength Class,"Design Strength, fck (MPa)","fc,core (MPa)","fc,ref (MPa)","fc,cyl (MPa)",Notes,
Trtnik et al. (2009),P2_C67,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4541,Cube,150.0,150.0,,,,,31.70,31.70,26.31,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Trtnik et al. (2009),P2_C68,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4556,Cube,150.0,150.0,,,,,33.05,33.05,27.43,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Trtnik et al. (2009),P2_C69,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4586,Cube,150.0,150.0,,,,,33.81,33.81,28.06,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Trtnik et al. (2009),P2_C70,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4546,Cube,150.0,150.0,,,,,33.90,33.90,28.13,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Trtnik et al. (2009),P2_C71,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4513,Cube,150.0,150.0,,,,,33.22,33.22,27.57,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Trtnik et al. (2009),P2_C72,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4480,Cube,150.0,150.0,,,,,33.98,33.98,28.20,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Trtnik et al. (2009),P2_C73,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4477,Cube,150.0,150.0,,,,,35.41,35.41,29.39,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Trtnik et al. (2009),P2_C74,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4595,Cube,150.0,150.0,,,,,35.75,35.75,29.67,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Trtnik et al. (2009),P2_C75,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4607,Cube,150.0,150.0,,,,,35.24,35.24,29.25,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Trtnik et al. (2009),P2_C76,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4719,Cube,150.0,150.0,,,,,34.49,34.49,28.62,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Trtnik et al. (2009),P2_C77,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4795,Cube,150.0,150.0,,,,,37.10,37.10,30.79,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Trtnik et al. (2009),P2_C78,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4831,Cube,150.0,150.0,,,,,39.12,39.12,32.47,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Trtnik et al. (2009),P2_C79,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4952,Cube,150.0,150.0,,,,,38.03,38.03,31.56,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Trtnik et al. (2009),P2_C80,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4998,Cube,150.0,150.0,,,,,39.04,39.04,32.40,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Trtnik et al. (2009),P2_C81,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4670,Cube,150.0,150.0,,,,,38.62,38.62,32.05,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Trtnik et al. (2009),P2_C82,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4640,Cube,150.0,150.0,,,,,39.29,39.29,32.61,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Trtnik et al. (2009),P2_C83,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4573,Cube,150.0,150.0,,,,,40.89,40.89,33.94,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Trtnik et al. (2009),P2_C84,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4591,Cube,150.0,150.0,,,,,41.57,41.57,34.50,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Trtnik et al. (2009),P2_C85,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4658,Cube,150.0,150.0,,,,,41.91,41.91,34.78,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Trtnik et al. (2009),P2_C86,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4667,Cube,150.0,150.0,,,,,45.11,45.11,37.44,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Trtnik et al. (2009),P2_C87,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4679,Cube,150.0,150.0,,,,,48.15,48.15,39.96,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Trtnik et al. (2009),P2_C88,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4997,Cube,150.0,150.0,,,,,45.87,45.87,38.07,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Trtnik et al. (2009),P2_C89,Slovenia,Cube - Laboratory,,FALSE,"Controls, Mod. 58-E0046",50,54,ASTM E1876 (1999),Direct,1,4979,Cube,150.0,150.0,,,,,43.09,43.09,35.76,"Results only reported as scatter plots,  so cannot correlate with mix details or ages.",
Bilgehan & Turgut (2010),C_1,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,1953,Core,200.0,100.0,,,,,3.92,3.80,3.15,,
Bilgehan & Turgut (2010),C_2,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,1976,Core,200.0,100.0,,,,,3.92,3.80,3.15,,
Bilgehan & Turgut (2010),C_3,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2037,Core,200.0,100.0,,,,,3.92,3.80,3.15,,
Bilgehan & Turgut (2010),C_4,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2067,Core,200.0,100.0,,,,,4.22,4.08,3.39,,
Bilgehan & Turgut (2010),C_5,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2158,Core,200.0,100.0,,,,,4.51,4.37,3.63,,
Bilgehan & Turgut (2010),C_6,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2355,Core,200.0,100.0,,,,,4.96,4.80,3.98,,
Bilgehan & Turgut (2010),C_7,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2385,Core,200.0,100.0,,,,,5.83,5.64,4.68,,
Bilgehan & Turgut (2010),C_8,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2420,Core,200.0,100.0,,,,,6.12,5.93,4.92,,
Bilgehan & Turgut (2010),C_9,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2431,Core,200.0,100.0,,,,,6.70,6.49,5.39,,
Bilgehan & Turgut (2010),C_10,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2461,Core,200.0,100.0,,,,,10.04,9.72,8.07,,
Bilgehan & Turgut (2010),C_11,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2412,Core,200.0,100.0,,,,,3.36,3.26,2.70,,
Bilgehan & Turgut (2010),C_12,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2408,Core,200.0,100.0,,,,,3.80,3.68,3.05,,
Bilgehan & Turgut (2010),C_13,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2465,Core,200.0,100.0,,,,,4.09,3.96,3.29,,
Bilgehan & Turgut (2010),C_14,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2488,Core,200.0,100.0,,,,,4.24,4.10,3.41,,
Bilgehan & Turgut (2010),C_15,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2522,Core,200.0,100.0,,,,,4.67,4.53,3.76,,
Bilgehan & Turgut (2010),C_16,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2537,Core,200.0,100.0,,,,,4.97,4.81,3.99,,
Bilgehan & Turgut (2010),C_17,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2545,Core,200.0,100.0,,,,,5.84,5.65,4.69,,
Bilgehan & Turgut (2010),C_18,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2507,Core,200.0,100.0,,,,,5.40,5.23,4.34,,
Bilgehan & Turgut (2010),C_19,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2556,Core,200.0,100.0,,,,,7.58,7.34,6.09,,
Bilgehan & Turgut (2010),C_20,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2598,Core,200.0,100.0,,,,,7.00,6.78,5.63,,
Bilgehan & Turgut (2010),C_21,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2568,Core,200.0,100.0,,,,,6.71,6.50,5.39,,
Bilgehan & Turgut (2010),C_22,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2613,Core,200.0,100.0,,,,,8.02,7.76,6.44,,
Bilgehan & Turgut (2010),C_23,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2632,Core,200.0,100.0,,,,,8.31,8.05,6.68,,
Bilgehan & Turgut (2010),C_24,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2643,Core,200.0,100.0,,,,,7.29,7.06,5.86,,
Bilgehan & Turgut (2010),C_25,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2636,Core,200.0,100.0,,,,,7.00,6.78,5.63,,
Bilgehan & Turgut (2010),C_26,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2662,Core,200.0,100.0,,,,,6.28,6.08,5.05,,
Bilgehan & Turgut (2010),C_27,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2677,Core,200.0,100.0,,,,,5.70,5.52,4.58,,
Bilgehan & Turgut (2010),C_28,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2696,Core,200.0,100.0,,,,,4.97,4.82,4.00,,
Bilgehan & Turgut (2010),C_29,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2700,Core,200.0,100.0,,,,,6.28,6.08,5.05,,
Bilgehan & Turgut (2010),C_30,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2700,Core,200.0,100.0,,,,,7.00,6.78,5.63,,
Bilgehan & Turgut (2010),C_31,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2696,Core,200.0,100.0,,,,,7.44,7.20,5.98,,
Bilgehan & Turgut (2010),C_32,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2685,Core,200.0,100.0,,,,,8.16,7.91,6.56,,
Bilgehan & Turgut (2010),C_33,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2685,Core,200.0,100.0,,,,,9.18,8.89,7.38,,
Bilgehan & Turgut (2010),C_34,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2621,Core,200.0,100.0,,,,,6.28,6.08,5.04,,
Bilgehan & Turgut (2010),C_35,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2731,Core,200.0,100.0,,,,,7.01,6.78,5.63,,
Bilgehan & Turgut (2010),C_36,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2742,Core,200.0,100.0,,,,,8.60,8.33,6.92,,
Bilgehan & Turgut (2010),C_37,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2753,Core,200.0,100.0,,,,,8.75,8.47,7.03,,
Bilgehan & Turgut (2010),C_38,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2765,Core,200.0,100.0,,,,,10.20,9.88,8.20,,
Bilgehan & Turgut (2010),C_39,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2761,Core,200.0,100.0,,,,,11.51,11.14,9.25,,
Bilgehan & Turgut (2010),C_40,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2772,Core,200.0,100.0,,,,,7.44,7.21,5.98,,
Bilgehan & Turgut (2010),C_41,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2780,Core,200.0,100.0,,,,,8.31,8.05,6.68,,
Bilgehan & Turgut (2010),C_42,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2810,Core,200.0,100.0,,,,,8.17,7.91,6.57,,
Bilgehan & Turgut (2010),C_43,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2806,Core,200.0,100.0,,,,,9.04,8.76,7.27,,
Bilgehan & Turgut (2010),C_44,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2829,Core,200.0,100.0,,,,,10.35,10.02,8.32,,
Bilgehan & Turgut (2010),C_45,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2852,Core,200.0,100.0,,,,,10.06,9.74,8.09,,
Bilgehan & Turgut (2010),C_46,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2871,Core,200.0,100.0,,,,,9.33,9.04,7.50,,
Bilgehan & Turgut (2010),C_47,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2863,Core,200.0,100.0,,,,,7.74,7.49,6.22,,
Bilgehan & Turgut (2010),C_48,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2882,Core,200.0,100.0,,,,,7.59,7.35,6.10,,
Bilgehan & Turgut (2010),C_49,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2916,Core,200.0,100.0,,,,,8.03,7.78,6.46,,
Bilgehan & Turgut (2010),C_50,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2958,Core,200.0,100.0,,,,,8.47,8.20,6.81,,
Bilgehan & Turgut (2010),C_51,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2970,Core,200.0,100.0,,,,,8.03,7.78,6.46,,
Bilgehan & Turgut (2010),C_52,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2985,Core,200.0,100.0,,,,,8.47,8.20,6.81,,
Bilgehan & Turgut (2010),C_53,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,2966,Core,200.0,100.0,,,,,7.60,7.36,6.11,,
Bilgehan & Turgut (2010),C_54,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3000,Core,200.0,100.0,,,,,6.29,6.09,5.06,,
Bilgehan & Turgut (2010),C_55,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3015,Core,200.0,100.0,,,,,7.31,7.08,5.88,,
Bilgehan & Turgut (2010),C_56,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3064,Core,200.0,100.0,,,,,8.04,7.78,6.46,,
Bilgehan & Turgut (2010),C_57,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3080,Core,200.0,100.0,,,,,9.49,9.19,7.63,,
Bilgehan & Turgut (2010),C_58,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3080,Core,200.0,100.0,,,,,9.64,9.33,7.74,,
Bilgehan & Turgut (2010),C_59,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3110,Core,200.0,100.0,,,,,9.78,9.47,7.86,,
Bilgehan & Turgut (2010),C_60,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3114,Core,200.0,100.0,,,,,9.64,9.33,7.75,,
Bilgehan & Turgut (2010),C_61,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3091,Core,200.0,100.0,,,,,9.64,9.33,7.75,,
Bilgehan & Turgut (2010),C_62,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3136,Core,200.0,100.0,,,,,14.72,14.25,11.83,,
Bilgehan & Turgut (2010),C_63,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3136,Core,200.0,100.0,,,,,15.30,14.81,12.30,,
Bilgehan & Turgut (2010),C_64,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3152,Core,200.0,100.0,,,,,15.59,15.10,12.53,,
Bilgehan & Turgut (2010),C_65,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3167,Core,200.0,100.0,,,,,15.01,14.54,12.06,,
Bilgehan & Turgut (2010),C_66,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3174,Core,200.0,100.0,,,,,12.40,12.01,9.96,,
Bilgehan & Turgut (2010),C_67,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3186,Core,200.0,100.0,,,,,12.83,12.43,10.32,,
Bilgehan & Turgut (2010),C_68,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3208,Core,200.0,100.0,,,,,13.27,12.85,10.67,,
Bilgehan & Turgut (2010),C_69,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3227,Core,200.0,100.0,,,,,13.27,12.85,10.67,,
Bilgehan & Turgut (2010),C_70,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3243,Core,200.0,100.0,,,,,9.93,9.62,7.98,,
Bilgehan & Turgut (2010),C_71,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3262,Core,200.0,100.0,,,,,9.35,9.06,7.52,,
Bilgehan & Turgut (2010),C_72,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3273,Core,200.0,100.0,,,,,7.32,7.09,5.89,,
Bilgehan & Turgut (2010),C_73,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3288,Core,200.0,100.0,,,,,6.60,6.39,5.30,,
Bilgehan & Turgut (2010),C_74,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3311,Core,200.0,100.0,,,,,8.20,7.94,6.59,,
Bilgehan & Turgut (2010),C_75,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3322,Core,200.0,100.0,,,,,8.05,7.80,6.47,,
Bilgehan & Turgut (2010),C_76,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3337,Core,200.0,100.0,,,,,7.91,7.66,6.35,,
Bilgehan & Turgut (2010),C_77,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3364,Core,200.0,100.0,,,,,7.33,7.10,5.89,,
Bilgehan & Turgut (2010),C_78,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3383,Core,200.0,100.0,,,,,8.49,8.22,6.82,,
Bilgehan & Turgut (2010),C_79,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3353,Core,200.0,100.0,,,,,10.66,10.33,8.57,,
Bilgehan & Turgut (2010),C_80,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3406,Core,200.0,100.0,,,,,14.73,14.27,11.84,,
Bilgehan & Turgut (2010),C_81,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3425,Core,200.0,100.0,,,,,20.39,19.75,16.39,,
Bilgehan & Turgut (2010),C_82,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3455,Core,200.0,100.0,,,,,19.38,18.76,15.57,,
Bilgehan & Turgut (2010),C_83,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3516,Core,200.0,100.0,,,,,16.48,15.96,13.24,,
Bilgehan & Turgut (2010),C_84,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3535,Core,200.0,100.0,,,,,15.75,15.26,12.66,,
Bilgehan & Turgut (2010),C_85,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3603,Core,200.0,100.0,,,,,11.40,11.04,9.16,,
Bilgehan & Turgut (2010),C_86,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3603,Core,200.0,100.0,,,,,10.39,10.06,8.35,,
Bilgehan & Turgut (2010),C_87,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3641,Core,200.0,100.0,,,,,11.26,10.90,9.05,,
Bilgehan & Turgut (2010),C_88,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3660,Core,200.0,100.0,,,,,10.97,10.62,8.82,,
Bilgehan & Turgut (2010),C_89,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3683,Core,200.0,100.0,,,,,10.97,10.62,8.82,,
Bilgehan & Turgut (2010),C_90,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3652,Core,200.0,100.0,,,,,11.84,11.47,9.52,,
Bilgehan & Turgut (2010),C_91,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3690,Core,200.0,100.0,,,,,11.41,11.05,9.17,,
Bilgehan & Turgut (2010),C_92,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3686,Core,200.0,100.0,,,,,13.15,12.73,10.57,,
Bilgehan & Turgut (2010),C_93,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3664,Core,200.0,100.0,,,,,13.73,13.29,11.03,,
Bilgehan & Turgut (2010),C_94,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3538,Core,200.0,100.0,,,,,19.96,19.33,16.04,,
Bilgehan & Turgut (2010),C_95,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3554,Core,200.0,100.0,,,,,20.25,19.61,16.28,,
Bilgehan & Turgut (2010),C_96,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3565,Core,200.0,100.0,,,,,19.67,19.05,15.81,,
Bilgehan & Turgut (2010),C_97,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3576,Core,200.0,100.0,,,,,18.51,17.93,14.88,,
Bilgehan & Turgut (2010),C_98,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3584,Core,200.0,100.0,,,,,18.51,17.93,14.88,,
Bilgehan & Turgut (2010),C_99,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3626,Core,200.0,100.0,,,,,17.93,17.37,14.42,,
Bilgehan & Turgut (2010),C_100,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3732,Core,200.0,100.0,,,,,17.36,16.81,13.95,,
Bilgehan & Turgut (2010),C_101,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3777,Core,200.0,100.0,,,,,15.62,15.13,12.55,,
Bilgehan & Turgut (2010),C_102,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3895,Core,200.0,100.0,,,,,16.21,15.69,13.03,,
Bilgehan & Turgut (2010),C_103,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3910,Core,200.0,100.0,,,,,16.79,16.26,13.49,,
Bilgehan & Turgut (2010),C_104,Turkey,Cylinder - In-situ,,FALSE,Controls E-48,50,54,ASTM C597 (1983),Direct,1,3921,Core,200.0,100.0,,,,,17.51,16.96,14.08,,
